region_id,clinic_ids,total_availability_hours
135,"[67, 68, 69, 74, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270]",472.59999999999997
136,"[66, 67, 68, 69, 74, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",457.9
137,"[67, 68, 69, 74, 78, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",461.09999999999997
138,"[67, 68, 69, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270, 274]",430.2
139,"[66, 67, 68, 69, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270, 274]",415.5
140,"[67, 68, 69, 78, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270, 274]",418.7
141,"[66, 67, 68, 69, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",417.3
142,"[67, 68, 69, 78, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",420.5
143,"[66, 67, 68, 69, 78, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",405.8
144,"[65, 67, 68, 69, 76, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",445.9
145,"[65, 67, 68, 69, 76, 104, 108, 135, 159, 161, 171, 191, 267, 270]",382.2
146,"[65, 67, 68, 69, 74, 76, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",449.5
147,"[65, 67, 68, 69, 76, 108, 135, 159, 161, 171, 191, 201, 267, 270]",408.9
148,"[65, 66, 67, 68, 69, 76, 108, 135, 159, 161, 171, 191, 267, 270]",394.2
149,"[65, 67, 68, 69, 76, 78, 108, 135, 159, 161, 171, 191, 267, 270]",397.4
150,"[65, 67, 68, 69, 104, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",425.0
151,"[65, 67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",492.29999999999995
152,"[65, 67, 68, 69, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",451.7
153,"[65, 66, 67, 68, 69, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",437.0
154,"[65, 67, 68, 69, 78, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",440.2
155,"[65, 67, 68, 69, 74, 104, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",428.6
156,"[65, 67, 68, 69, 104, 108, 135, 159, 161, 171, 191, 201, 267, 270]",388.0
157,"[65, 66, 67, 68, 69, 104, 108, 135, 159, 161, 171, 191, 267, 270]",373.3
158,"[65, 67, 68, 69, 78, 104, 108, 135, 159, 161, 171, 191, 267, 270]",376.5
159,"[65, 67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270]",455.3
160,"[65, 66, 67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",440.6
161,"[65, 67, 68, 69, 74, 78, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",443.8
162,"[65, 66, 67, 68, 69, 108, 135, 159, 161, 171, 191, 201, 267, 270]",400.0
163,"[65, 67, 68, 69, 78, 108, 135, 159, 161, 171, 191, 201, 267, 270]",403.2
164,"[65, 66, 67, 68, 69, 78, 108, 135, 159, 161, 171, 191, 267, 270]",388.5
165,"[67, 68, 69, 76, 104, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",424.1
166,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",491.4
167,"[67, 68, 69, 76, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",450.8
168,"[66, 67, 68, 69, 76, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",436.1
169,"[67, 68, 69, 76, 78, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",439.3
170,"[67, 68, 69, 74, 76, 104, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",427.70000000000005
171,"[67, 68, 69, 76, 104, 108, 135, 159, 161, 171, 191, 267, 270, 274]",385.3
172,"[67, 68, 69, 76, 104, 108, 135, 159, 161, 171, 191, 201, 267, 270]",387.1
173,"[66, 67, 68, 69, 76, 104, 108, 135, 159, 161, 171, 191, 267, 270]",372.40000000000003
174,"[67, 68, 69, 76, 78, 104, 108, 135, 159, 161, 171, 191, 267, 270]",375.6
175,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270, 274]",452.6
176,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270]",454.40000000000003
177,"[66, 67, 68, 69, 74, 76, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",439.70000000000005
178,"[67, 68, 69, 74, 76, 78, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",442.90000000000003
179,"[67, 68, 69, 76, 108, 135, 159, 161, 171, 191, 201, 267, 270, 274]",412.0
180,"[66, 67, 68, 69, 76, 108, 135, 159, 161, 171, 191, 267, 270, 274]",397.3
181,"[67, 68, 69, 76, 78, 108, 135, 159, 161, 171, 191, 267, 270, 274]",400.5
182,"[66, 67, 68, 69, 76, 108, 135, 159, 161, 171, 191, 201, 267, 270]",399.1
183,"[67, 68, 69, 76, 78, 108, 135, 159, 161, 171, 191, 201, 267, 270]",402.3
184,"[66, 67, 68, 69, 76, 78, 108, 135, 159, 161, 171, 191, 267, 270]",387.6
185,"[67, 68, 69, 74, 104, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",470.5
186,"[67, 68, 69, 104, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",429.90000000000003
187,"[66, 67, 68, 69, 104, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",415.20000000000005
188,"[67, 68, 69, 78, 104, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",418.40000000000003
189,"[67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 191, 200, 201, 250, 257, 267, 270]",497.2
190,"[66, 67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",482.5
191,"[67, 68, 69, 74, 78, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",485.7
192,"[66, 67, 68, 69, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",441.90000000000003
193,"[67, 68, 69, 78, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",445.1
194,"[66, 67, 68, 69, 78, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",430.40000000000003
195,"[67, 68, 69, 74, 104, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270, 274]",431.70000000000005
196,"[67, 68, 69, 74, 104, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270]",433.50000000000006
197,"[66, 67, 68, 69, 74, 104, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",418.80000000000007
198,"[67, 68, 69, 74, 78, 104, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",422.00000000000006
199,"[67, 68, 69, 104, 108, 135, 159, 161, 171, 191, 201, 267, 270, 274]",391.1
200,"[66, 67, 68, 69, 104, 108, 135, 159, 161, 171, 191, 267, 270, 274]",376.40000000000003
201,"[67, 68, 69, 78, 104, 108, 135, 159, 161, 171, 191, 267, 270, 274]",379.6
202,"[66, 67, 68, 69, 104, 108, 135, 159, 161, 171, 191, 201, 267, 270]",378.20000000000005
203,"[67, 68, 69, 78, 104, 108, 135, 159, 161, 171, 191, 201, 267, 270]",381.40000000000003
204,"[66, 67, 68, 69, 78, 104, 108, 135, 159, 161, 171, 191, 267, 270]",366.70000000000005
205,"[67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270, 274]",458.40000000000003
206,"[66, 67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270, 274]",443.70000000000005
207,"[67, 68, 69, 74, 78, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270, 274]",446.90000000000003
208,"[66, 67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270]",445.50000000000006
209,"[67, 68, 69, 74, 78, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270]",448.70000000000005
210,"[66, 67, 68, 69, 74, 78, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",434.00000000000006
211,"[66, 67, 68, 69, 108, 135, 159, 161, 171, 191, 201, 267, 270, 274]",403.1
212,"[67, 68, 69, 78, 108, 135, 159, 161, 171, 191, 201, 267, 270, 274]",406.3
213,"[66, 67, 68, 69, 78, 108, 135, 159, 161, 171, 191, 267, 270, 274]",391.6
214,"[66, 67, 68, 69, 78, 108, 135, 159, 161, 171, 191, 201, 267, 270]",393.40000000000003
215,"[67, 68, 69, 78, 104, 108, 134, 135, 156, 159, 161, 169, 171, 191, 207, 267, 270]",408.6
216,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 163, 171, 190, 191, 200, 250, 257, 267, 270, 286]",567.3000000000001
217,"[67, 68, 69, 76, 108, 135, 159, 161, 171, 190, 191, 201, 250, 257, 267, 270, 286]",526.7
218,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 163, 171, 190, 191, 200, 267, 270, 274, 286]",528.5
219,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 163, 171, 190, 191, 200, 201, 267, 270, 286]",530.3
220,"[67, 68, 69, 76, 108, 135, 159, 161, 171, 190, 191, 201, 267, 270, 274, 286]",487.90000000000003
221,"[67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 190, 191, 200, 201, 250, 257, 267, 270, 286]",573.1
222,"[67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 190, 191, 200, 201, 267, 270, 274, 286]",534.3
223,"[65, 67, 68, 69, 76, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",500.59999999999997
224,"[65, 67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",436.9
225,"[65, 67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",504.19999999999993
226,"[65, 67, 68, 69, 76, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",463.59999999999997
227,"[65, 66, 67, 68, 69, 76, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",448.9
228,"[65, 67, 68, 69, 76, 78, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",452.09999999999997
229,"[65, 67, 68, 69, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",479.7
230,"[65, 67, 68, 69, 74, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 250, 257, 267, 270]",547.0
231,"[65, 67, 68, 69, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 250, 257, 267, 270]",506.4
232,"[65, 66, 67, 68, 69, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",491.7
233,"[65, 67, 68, 69, 78, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",494.9
234,"[65, 67, 68, 69, 74, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",483.29999999999995
235,"[65, 67, 68, 69, 104, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",442.7
236,"[65, 66, 67, 68, 69, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",428.0
237,"[65, 67, 68, 69, 78, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",431.2
238,"[65, 67, 68, 69, 74, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270]",509.99999999999994
239,"[65, 66, 67, 68, 69, 74, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",495.29999999999995
240,"[65, 67, 68, 69, 74, 78, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",498.49999999999994
241,"[65, 66, 67, 68, 69, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",454.7
242,"[65, 67, 68, 69, 78, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",457.9
243,"[65, 66, 67, 68, 69, 78, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",443.2
244,"[67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",478.8
245,"[67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 250, 257, 267, 270]",546.1
246,"[67, 68, 69, 76, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 250, 257, 267, 270]",505.5
247,"[66, 67, 68, 69, 76, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",490.8
248,"[67, 68, 69, 76, 78, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",494.0
249,"[67, 68, 69, 74, 76, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",482.4
250,"[67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270, 274]",440.0
251,"[67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",441.8
252,"[66, 67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",427.1
253,"[67, 68, 69, 76, 78, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",430.3
254,"[67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270, 274]",507.29999999999995
255,"[67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270]",509.09999999999997
256,"[66, 67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",494.4
257,"[67, 68, 69, 74, 76, 78, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",497.59999999999997
258,"[67, 68, 69, 76, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270, 274]",466.7
259,"[66, 67, 68, 69, 76, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270, 274]",452.0
260,"[67, 68, 69, 76, 78, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270, 274]",455.2
261,"[66, 67, 68, 69, 76, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",453.8
262,"[67, 68, 69, 76, 78, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",457.0
263,"[66, 67, 68, 69, 76, 78, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",442.3
264,"[67, 68, 69, 74, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 250, 257, 267, 270]",525.2
265,"[67, 68, 69, 104, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 250, 257, 267, 270]",484.6
266,"[66, 67, 68, 69, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",469.90000000000003
267,"[67, 68, 69, 78, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",473.1
268,"[67, 68, 69, 74, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 250, 257, 267, 270]",551.9
269,"[66, 67, 68, 69, 74, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 250, 257, 267, 270]",537.2
