region_id,clinic_ids,total_availability_hours
126,"[67, 68, 69, 74, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270, 274]",408.29999999999995
127,"[66, 67, 68, 69, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270, 274]",415.5
128,"[67, 68, 69, 74, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",410.09999999999997
129,"[66, 67, 68, 69, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",417.3
130,"[66, 67, 68, 69, 74, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",395.4
131,"[65, 67, 68, 69, 76, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",445.9
132,"[65, 67, 68, 69, 76, 104, 108, 135, 159, 161, 171, 191, 267, 270]",382.2
133,"[65, 67, 68, 69, 76, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",429.09999999999997
134,"[65, 67, 68, 69, 76, 108, 135, 159, 161, 171, 191, 201, 267, 270]",408.9
135,"[65, 67, 68, 69, 74, 76, 108, 135, 159, 161, 171, 191, 267, 270]",386.99999999999994
136,"[65, 66, 67, 68, 69, 76, 108, 135, 159, 161, 171, 191, 267, 270]",394.2
137,"[65, 67, 68, 69, 104, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",425.0
138,"[65, 67, 68, 69, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",471.9
139,"[65, 67, 68, 69, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",451.7
140,"[65, 67, 68, 69, 74, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",429.79999999999995
141,"[65, 66, 67, 68, 69, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",437.0
142,"[65, 67, 68, 69, 104, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",408.2
143,"[65, 67, 68, 69, 104, 108, 135, 159, 161, 171, 191, 201, 267, 270]",388.0
144,"[65, 67, 68, 69, 74, 104, 108, 135, 159, 161, 171, 191, 267, 270]",366.09999999999997
145,"[65, 66, 67, 68, 69, 104, 108, 135, 159, 161, 171, 191, 267, 270]",373.3
146,"[65, 67, 68, 69, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270]",434.9
147,"[65, 67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",412.99999999999994
148,"[65, 66, 67, 68, 69, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",420.2
149,"[65, 67, 68, 69, 74, 108, 135, 159, 161, 171, 191, 201, 267, 270]",392.79999999999995
150,"[65, 66, 67, 68, 69, 108, 135, 159, 161, 171, 191, 201, 267, 270]",400.0
151,"[65, 66, 67, 68, 69, 74, 108, 135, 159, 161, 171, 191, 267, 270]",378.09999999999997
152,"[67, 68, 69, 76, 104, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",424.1
153,"[67, 68, 69, 76, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",471.0
154,"[67, 68, 69, 76, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",450.8
155,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",428.9
156,"[66, 67, 68, 69, 76, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",436.1
157,"[67, 68, 69, 76, 104, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",407.3
158,"[67, 68, 69, 76, 104, 108, 135, 159, 161, 171, 191, 267, 270, 274]",385.3
159,"[67, 68, 69, 76, 104, 108, 135, 159, 161, 171, 191, 201, 267, 270]",387.1
160,"[67, 68, 69, 74, 76, 104, 108, 135, 159, 161, 171, 191, 267, 270]",365.2
161,"[66, 67, 68, 69, 76, 104, 108, 135, 159, 161, 171, 191, 267, 270]",372.40000000000003
162,"[67, 68, 69, 76, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270, 274]",432.2
163,"[67, 68, 69, 76, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270]",434.0
164,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",412.09999999999997
165,"[66, 67, 68, 69, 76, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",419.3
166,"[67, 68, 69, 76, 108, 135, 159, 161, 171, 191, 201, 267, 270, 274]",412.0
167,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 171, 191, 267, 270, 274]",390.09999999999997
168,"[66, 67, 68, 69, 76, 108, 135, 159, 161, 171, 191, 267, 270, 274]",397.3
169,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 171, 191, 201, 267, 270]",391.9
170,"[66, 67, 68, 69, 76, 108, 135, 159, 161, 171, 191, 201, 267, 270]",399.1
171,"[66, 67, 68, 69, 74, 76, 108, 135, 159, 161, 171, 191, 267, 270]",377.2
172,"[67, 68, 69, 104, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",450.1
173,"[67, 68, 69, 104, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",429.90000000000003
174,"[67, 68, 69, 74, 104, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",408.0
175,"[66, 67, 68, 69, 104, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",415.20000000000005
176,"[67, 68, 69, 108, 135, 159, 161, 163, 171, 191, 200, 201, 250, 257, 267, 270]",476.8
177,"[67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",454.9
178,"[66, 67, 68, 69, 108, 135, 159, 161, 163, 171, 191, 200, 250, 257, 267, 270]",462.1
179,"[67, 68, 69, 74, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",434.7
180,"[66, 67, 68, 69, 108, 135, 159, 161, 171, 191, 201, 250, 257, 267, 270]",441.90000000000003
181,"[66, 67, 68, 69, 74, 108, 135, 159, 161, 171, 191, 250, 257, 267, 270]",420.0
182,"[67, 68, 69, 104, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270, 274]",411.3
183,"[67, 68, 69, 104, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270]",413.1
184,"[67, 68, 69, 74, 104, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",391.2
185,"[66, 67, 68, 69, 104, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",398.40000000000003
186,"[67, 68, 69, 104, 108, 135, 159, 161, 171, 191, 201, 267, 270, 274]",391.1
187,"[67, 68, 69, 74, 104, 108, 135, 159, 161, 171, 191, 267, 270, 274]",369.2
188,"[66, 67, 68, 69, 104, 108, 135, 159, 161, 171, 191, 267, 270, 274]",376.40000000000003
189,"[67, 68, 69, 74, 104, 108, 135, 159, 161, 171, 191, 201, 267, 270]",371.0
190,"[66, 67, 68, 69, 104, 108, 135, 159, 161, 171, 191, 201, 267, 270]",378.20000000000005
191,"[66, 67, 68, 69, 74, 104, 108, 135, 159, 161, 171, 191, 267, 270]",356.3
192,"[67, 68, 69, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270, 274]",438.0
193,"[67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270, 274]",416.09999999999997
194,"[66, 67, 68, 69, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270, 274]",423.3
195,"[67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270]",417.9
196,"[66, 67, 68, 69, 108, 135, 159, 161, 163, 171, 191, 200, 201, 267, 270]",425.1
197,"[66, 67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 191, 200, 267, 270]",403.2
198,"[67, 68, 69, 74, 108, 135, 159, 161, 171, 191, 201, 267, 270, 274]",395.9
199,"[66, 67, 68, 69, 108, 135, 159, 161, 171, 191, 201, 267, 270, 274]",403.1
200,"[66, 67, 68, 69, 74, 108, 135, 159, 161, 171, 191, 267, 270, 274]",381.2
201,"[66, 67, 68, 69, 74, 108, 135, 159, 161, 171, 191, 201, 267, 270]",383.0
202,"[67, 68, 69, 76, 108, 135, 159, 161, 163, 171, 190, 191, 200, 250, 257, 267, 270, 286]",546.9000000000001
203,"[67, 68, 69, 76, 108, 135, 159, 161, 171, 190, 191, 201, 250, 257, 267, 270, 286]",526.7
204,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 171, 190, 191, 250, 257, 267, 270, 286]",504.8
205,"[67, 68, 69, 76, 108, 135, 159, 161, 163, 171, 190, 191, 200, 267, 270, 274, 286]",508.1
206,"[67, 68, 69, 76, 108, 135, 159, 161, 163, 171, 190, 191, 200, 201, 267, 270, 286]",509.90000000000003
207,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 163, 171, 190, 191, 200, 267, 270, 286]",488.0
208,"[67, 68, 69, 76, 108, 135, 159, 161, 171, 190, 191, 201, 267, 270, 274, 286]",487.90000000000003
209,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 171, 190, 191, 267, 270, 274, 286]",466.0
210,"[67, 68, 69, 74, 76, 108, 135, 159, 161, 171, 190, 191, 201, 267, 270, 286]",467.8
211,"[67, 68, 69, 108, 135, 159, 161, 163, 171, 190, 191, 200, 201, 250, 257, 267, 270, 286]",552.7
212,"[67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 190, 191, 200, 250, 257, 267, 270, 286]",530.8000000000001
213,"[67, 68, 69, 74, 108, 135, 159, 161, 171, 190, 191, 201, 250, 257, 267, 270, 286]",510.6
214,"[67, 68, 69, 108, 135, 159, 161, 163, 171, 190, 191, 200, 201, 267, 270, 274, 286]",513.9
215,"[67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 190, 191, 200, 267, 270, 274, 286]",492.0
216,"[67, 68, 69, 74, 108, 135, 159, 161, 163, 171, 190, 191, 200, 201, 267, 270, 286]",493.8
217,"[67, 68, 69, 74, 108, 135, 159, 161, 171, 190, 191, 201, 267, 270, 274, 286]",471.8
218,"[65, 67, 68, 69, 76, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",500.59999999999997
219,"[65, 67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",436.9
220,"[65, 67, 68, 69, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",483.79999999999995
221,"[65, 67, 68, 69, 76, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",463.59999999999997
222,"[65, 67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",441.69999999999993
223,"[65, 66, 67, 68, 69, 76, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",448.9
224,"[65, 67, 68, 69, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",479.7
225,"[65, 67, 68, 69, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 250, 257, 267, 270]",526.5999999999999
226,"[65, 67, 68, 69, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 250, 257, 267, 270]",506.4
227,"[65, 67, 68, 69, 74, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",484.49999999999994
228,"[65, 66, 67, 68, 69, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",491.7
229,"[65, 67, 68, 69, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",462.9
230,"[65, 67, 68, 69, 104, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",442.7
231,"[65, 67, 68, 69, 74, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",420.79999999999995
232,"[65, 66, 67, 68, 69, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",428.0
233,"[65, 67, 68, 69, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270]",489.59999999999997
234,"[65, 67, 68, 69, 74, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",467.69999999999993
235,"[65, 66, 67, 68, 69, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",474.9
236,"[65, 67, 68, 69, 74, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",447.49999999999994
237,"[65, 66, 67, 68, 69, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",454.7
238,"[65, 66, 67, 68, 69, 74, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",432.79999999999995
239,"[67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",478.8
240,"[67, 68, 69, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 250, 257, 267, 270]",525.7
241,"[67, 68, 69, 76, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 250, 257, 267, 270]",505.5
242,"[67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",483.59999999999997
243,"[66, 67, 68, 69, 76, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",490.8
244,"[67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",462.0
245,"[67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270, 274]",440.0
246,"[67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",441.8
247,"[67, 68, 69, 74, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",419.9
248,"[66, 67, 68, 69, 76, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",427.1
249,"[67, 68, 69, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270, 274]",486.9
250,"[67, 68, 69, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 267, 270]",488.7
251,"[67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",466.79999999999995
252,"[66, 67, 68, 69, 76, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 267, 270]",474.0
253,"[67, 68, 69, 76, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270, 274]",466.7
254,"[67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270, 274]",444.79999999999995
255,"[66, 67, 68, 69, 76, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270, 274]",452.0
256,"[67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",446.59999999999997
257,"[66, 67, 68, 69, 76, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 267, 270]",453.8
258,"[66, 67, 68, 69, 74, 76, 108, 134, 135, 159, 161, 169, 171, 191, 207, 267, 270]",431.9
259,"[67, 68, 69, 104, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 207, 250, 257, 267, 270]",504.8
260,"[67, 68, 69, 104, 108, 134, 135, 159, 161, 169, 171, 191, 201, 207, 250, 257, 267, 270]",484.6
261,"[67, 68, 69, 74, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",462.7
262,"[66, 67, 68, 69, 104, 108, 134, 135, 159, 161, 169, 171, 191, 207, 250, 257, 267, 270]",469.90000000000003
263,"[67, 68, 69, 108, 134, 135, 159, 161, 163, 169, 171, 191, 200, 201, 207, 250, 257, 267, 270]",531.5
